n_observations,final_cumulative_return,mean_daily_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,hit_rate,number_of_position_changes,turnover,total_transaction_costs,alpha,annualized_alpha,newey_west_standard_error,newey_west_tstat,newey_west_pvalue,newey_west_lags
1257,2.69804204150691,0.0012569957970666097,0.29976691235662556,0.3319374751950309,0.8127039955284444,-0.3538260365418374,0.18854415274463007,38,39.0,0.078,0.0012569957970666103,0.3167629408607858,0.0005368798008204466,2.341298359792453,0.019216803236080167,5
